Invoice;InboundDate;IDSupplier;OrderDate;InvoiceDate;LeadTime;SupplierName;Country;Currency;CountryOrigen;TheoricalLeadTime;GoodLeadTime
FFCC191637;2019-04-01;PROV1475;2019-03-24;2019-04-04;8 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC191646;2019-04-23;PROV40001825;2019-03-10;2019-04-26;44 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC191647;2019-04-30;PROV40000500;2019-03-28;2019-05-03;33 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC191648;2019-05-02;PROV1938;2019-04-09;2019-05-05;23 days;Proveedor 768;ES;EUR;Spanish;10 days;False
FFCC191650;2019-04-01;PROV1756;2019-03-05;2019-04-04;27 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC191698;2019-05-13;PROV1003;2019-05-01;2019-05-16;12 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC191702;2019-05-01;PROV1428;2019-03-06;2019-05-04;56 days;Proveedor 341;CH;USD;Extracommunity;45 days;False
FFCC191705;2019-05-07;PROV1734;2019-04-28;2019-05-10;9 days;Proveedor 593;ES;EUR;Spanish;10 days;True
FFCC191708;2019-05-01;PROV1756;2019-04-13;2019-05-04;18 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC191709;2019-05-01;PROV1398;2019-03-23;2019-05-04;39 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC191712;2019-05-01;PROV1014;2019-03-09;2019-05-04;53 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC191713;2019-05-01;PROV1014;2019-04-04;2019-05-04;27 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC191715;2019-05-06;PROV40002330;2019-04-08;2019-05-09;28 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC191717;2019-05-01;PROV1397;2019-03-27;2019-05-04;35 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC191720;2019-05-10;PROV40000500;2019-04-14;2019-05-13;26 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC191732;2019-05-15;PROV40001470;2019-04-01;2019-05-18;44 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC191735;2019-05-01;PROV1485;2019-04-11;2019-05-04;20 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC191739;2019-05-01;PROV1485;2019-03-15;2019-05-04;47 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC191761;2019-05-10;PROV1027;2019-04-16;2019-05-13;24 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC191762;2019-05-15;PROV1900;2019-03-31;2019-05-18;45 days;Proveedor 732;ES;EUR;Spanish;10 days;False
FFCC191766;2019-05-11;PROV40002330;2019-03-29;2019-05-14;43 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC191768;2019-05-01;PROV40000735;2019-03-11;2019-05-04;51 days;Proveedor 19;ES;EUR;Spanish;10 days;False
FFCC191769;2019-05-01;PROV40001000;2019-03-23;2019-05-04;39 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC191771;2019-05-08;PROV1976;2019-03-16;2019-05-11;53 days;Proveedor 804;IN;USD;Extracommunity;45 days;False
FFCC191773;2019-05-15;PROV1129;2019-05-01;2019-05-18;14 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC191785;2019-05-17;PROV1734;2019-04-03;2019-05-20;44 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC191794;2019-05-17;PROV40000520;2019-05-06;2019-05-20;11 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC191797;2019-05-15;PROV1443;2019-05-07;2019-05-18;8 days;Proveedor 351;ES;EUR;Spanish;10 days;True
FFCC191798;2019-05-14;PROV40000735;2019-03-31;2019-05-17;44 days;Proveedor 19;ES;EUR;Spanish;10 days;False
FFCC191815;2019-05-15;PROV40000882;2019-04-12;2019-05-18;33 days;Proveedor 22;ES;EUR;Spanish;10 days;False
FFCC191818;2019-05-13;PROV1756;2019-05-08;2019-05-16;5 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC191819;2019-05-01;PROV1585;2019-03-26;2019-05-04;36 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC191822;2019-05-17;PROV1485;2019-04-12;2019-05-20;35 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC191824;2019-05-15;PROV2128;2019-04-03;2019-05-18;42 days;Proveedor 954;ES;EUR;Spanish;10 days;False
FFCC191825;2019-05-01;PROV1475;2019-04-12;2019-05-04;19 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC191830;2019-05-10;PROV40000520;2019-04-13;2019-05-13;27 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC191832;2019-05-01;PROV1585;2019-04-20;2019-05-04;11 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC191833;2019-05-16;PROV1938;2019-05-04;2019-05-19;12 days;Proveedor 768;ES;EUR;Spanish;10 days;False
FFCC191839;2019-05-17;PROV40000850;2019-04-01;2019-05-20;46 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC191840;2019-05-18;PROV40002330;2019-03-31;2019-05-21;48 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC191857;2019-05-20;PROV1027;2019-04-03;2019-05-23;47 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC191896;2019-05-15;PROV1014;2019-04-01;2019-05-18;44 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC191897;2019-05-17;PROV1014;2019-04-06;2019-05-20;41 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC191901;2019-05-25;PROV40002720;2019-04-21;2019-05-28;34 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC191903;2019-05-01;PROV40002220;2019-03-30;2019-05-04;32 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC191905;2019-05-01;PROV40001000;2019-03-24;2019-05-04;38 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC191920;2019-05-01;PROV1936;2019-04-04;2019-05-04;27 days;Proveedor 766;CH;USD;Extracommunity;45 days;True
FFCC191924;2019-05-24;PROV40000520;2019-05-05;2019-05-27;19 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC191954;2019-05-28;PROV1650;2019-04-11;2019-05-31;47 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC191981;2019-05-31;PROV40002065;2019-04-23;2019-06-03;38 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC191983;2019-05-24;PROV1027;2019-05-18;2019-05-27;6 days;Proveedor 178;ES;EUR;Spanish;10 days;True
FFCC191997;2019-05-31;PROV41000980;2019-04-11;2019-06-03;50 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC191999;2019-05-31;PROV40000520;2019-04-29;2019-06-03;32 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC192000;2019-05-25;PROV40000187;2019-04-17;2019-05-28;38 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC192001;2019-05-15;PROV40000187;2019-04-23;2019-05-18;22 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC192002;2019-05-10;PROV40000187;2019-04-24;2019-05-13;16 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC192018;2019-05-01;PROV1485;2019-03-11;2019-05-04;51 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC192021;2019-05-30;PROV1027;2019-04-11;2019-06-02;49 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC192029;2019-05-31;PROV1976;2019-04-03;2019-06-03;58 days;Proveedor 804;IN;USD;Extracommunity;45 days;False
FFCC192052;2019-05-01;PROV1475;2019-04-15;2019-05-04;16 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC192056;2019-05-30;PROV40002720;2019-04-10;2019-06-02;50 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC192062;2019-05-25;PROV2128;2019-05-03;2019-05-28;22 days;Proveedor 954;ES;EUR;Spanish;10 days;False
FFCC192064;2019-05-01;PROV1003;2019-04-04;2019-05-04;27 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC192082;2019-05-01;PROV1475;2019-03-30;2019-05-04;32 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC192095;2019-05-31;PROV40002330;2019-04-08;2019-06-03;53 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192108;2019-06-01;PROV1756;2019-04-23;2019-06-04;39 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC192109;2019-05-20;PROV1649;2019-04-30;2019-05-23;20 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC192110;2019-05-31;PROV1649;2019-05-13;2019-06-03;18 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC192111;2019-05-15;PROV1649;2019-04-12;2019-05-18;33 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC192112;2019-05-27;PROV1014;2019-05-12;2019-05-30;15 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC192117;2019-06-05;PROV1650;2019-04-24;2019-06-08;42 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC192118;2019-05-30;PROV1441;2019-05-18;2019-06-02;12 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC192127;2019-05-01;PROV1940;2019-03-26;2019-05-04;36 days;Proveedor 770;CH;USD;Extracommunity;45 days;True
FFCC192131;2019-05-01;PROV1485;2019-04-20;2019-05-04;11 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC192138;2019-05-01;PROV1968;2019-03-24;2019-05-04;38 days;Proveedor 796;CH;USD;Extracommunity;45 days;True
FFCC192141;2019-06-07;PROV40000500;2019-05-11;2019-06-10;27 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC192142;2019-06-05;PROV1484;2019-05-24;2019-06-08;12 days;Proveedor 385;ES;EUR;Spanish;10 days;False
FFCC192155;2019-05-27;PROV40002330;2019-05-14;2019-05-30;13 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192157;2019-05-14;PROV1485;2019-04-08;2019-05-17;36 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC192179;2019-06-01;PROV40001000;2019-05-17;2019-06-04;15 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC192181;2019-06-07;PROV40000520;2019-04-26;2019-06-10;42 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC192215;2019-06-03;PROV40001825;2019-05-08;2019-06-06;26 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC192216;2019-06-03;PROV40001825;2019-04-16;2019-06-06;48 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC192218;2019-06-08;PROV40002330;2019-04-22;2019-06-11;47 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192221;2019-06-01;PROV1398;2019-05-21;2019-06-04;11 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC192224;2019-06-15;PROV1900;2019-04-29;2019-06-18;47 days;Proveedor 732;ES;EUR;Spanish;10 days;False
FFCC192225;2019-06-13;PROV1650;2019-06-01;2019-06-16;12 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC192235;2019-06-10;PROV1027;2019-04-18;2019-06-13;53 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC192237;2019-06-15;PROV1129;2019-05-25;2019-06-18;21 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC192238;2019-06-10;PROV1465;2019-05-28;2019-06-13;13 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC192257;2019-06-15;PROV40002330;2019-05-09;2019-06-18;37 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192263;2019-06-15;PROV2128;2019-05-27;2019-06-18;19 days;Proveedor 954;ES;EUR;Spanish;10 days;False
FFCC192268;2019-06-01;PROV40001000;2019-05-13;2019-06-04;19 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC192270;2019-06-07;PROV1756;2019-05-13;2019-06-10;25 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC192272;2019-06-14;PROV1027;2019-06-02;2019-06-17;12 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC192277;2019-06-14;PROV1976;2019-05-27;2019-06-17;18 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC192281;2019-06-01;PROV1475;2019-05-15;2019-06-04;17 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC192285;2019-06-01;PROV1585;2019-04-27;2019-06-04;35 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC192294;2019-06-19;PROV1734;2019-05-15;2019-06-22;35 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC192295;2019-06-14;PROV1734;2019-05-17;2019-06-17;28 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC192298;2019-06-21;PROV40000520;2019-05-04;2019-06-24;48 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC192300;2019-06-01;PROV1485;2019-04-15;2019-06-04;47 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC192307;2019-06-19;PROV40002330;2019-05-06;2019-06-22;44 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192314;2019-06-22;PROV40002330;2019-05-09;2019-06-25;44 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192319;2019-06-14;PROV40000500;2019-05-09;2019-06-17;36 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC192320;2019-06-01;PROV40002220;2019-04-26;2019-06-04;36 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC192329;2019-06-25;PROV40002720;2019-06-14;2019-06-28;11 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC192331;2019-06-05;PROV1585;2019-05-12;2019-06-08;24 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC192342;2019-06-25;PROV1650;2019-05-24;2019-06-28;32 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC192348;2019-06-20;PROV1465;2019-05-07;2019-06-23;44 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC192352;2019-06-30;PROV40000520;2019-05-23;2019-07-03;38 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC192365;2019-06-10;PROV40000187;2019-05-17;2019-06-13;24 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC192366;2019-06-20;PROV1428;2019-06-09;2019-06-23;11 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC192368;2019-06-01;PROV1475;2019-04-28;2019-06-04;34 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC192372;2019-06-15;PROV40000187;2019-05-07;2019-06-18;39 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC192381;2019-06-30;PROV1129;2019-05-30;2019-07-03;31 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC192399;2019-06-19;PROV1756;2019-06-10;2019-06-22;9 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC192400;2019-06-01;PROV1875;2019-05-16;2019-06-04;16 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC192404;2019-06-30;PROV40002065;2019-06-04;2019-07-03;26 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC192416;2019-06-24;PROV1014;2019-06-03;2019-06-27;21 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC192417;2019-06-28;PROV1528;2019-06-15;2019-07-01;13 days;Proveedor 425;ES;EUR;Spanish;10 days;False
FFCC192425;2019-06-25;PROV1976;2019-05-19;2019-06-28;37 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC192427;2019-06-30;PROV40000187;2019-06-02;2019-07-03;28 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC192437;2019-06-11;PROV1649;2019-05-22;2019-06-14;20 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC192502;2019-06-01;PROV2164;2019-04-15;2019-06-04;47 days;Proveedor 988;CH;USD;Extracommunity;45 days;False
FFCC192505;2019-06-01;PROV1003;2019-05-12;2019-06-04;20 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC192506;2019-06-25;PROV2128;2019-05-09;2019-06-28;47 days;Proveedor 954;ES;EUR;Spanish;10 days;False
FFCC192537;2019-06-27;PROV1938;2019-05-21;2019-06-30;37 days;Proveedor 768;ES;EUR;Spanish;10 days;False
FFCC192543;2019-06-01;PROV1964;2019-04-12;2019-06-04;50 days;Proveedor 792;CH;USD;Extracommunity;45 days;False
FFCC192552;2019-06-29;PROV40002330;2019-06-01;2019-07-02;28 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192561;2019-06-30;PROV41000980;2019-05-27;2019-07-03;34 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC192562;2019-06-28;PROV1441;2019-05-29;2019-07-01;30 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC192563;2019-06-30;PROV1875;2019-06-04;2019-07-03;26 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC192564;2019-06-30;PROV1585;2019-05-19;2019-07-03;42 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC192570;2019-07-10;PROV40000187;2019-05-16;2019-07-13;55 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC192584;2019-07-01;PROV1485;2019-05-03;2019-07-04;59 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC192586;2019-07-01;PROV1585;2019-06-13;2019-07-04;18 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC192589;2019-07-01;PROV1014;2019-05-24;2019-07-04;38 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC192592;2019-07-02;PROV1649;2019-05-29;2019-07-05;34 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC192596;2019-07-10;PROV40002330;2019-06-19;2019-07-13;21 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192609;2019-07-10;PROV1027;2019-05-28;2019-07-13;43 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC192617;2019-07-01;PROV1398;2019-06-16;2019-07-04;15 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC192620;2019-07-15;PROV1027;2019-06-15;2019-07-18;30 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC192621;2019-07-01;PROV1551;2019-06-01;2019-07-04;30 days;Proveedor 447;CH;USD;Extracommunity;45 days;True
FFCC192649;2019-07-01;PROV1585;2019-05-13;2019-07-04;49 days;Proveedor 479;CH;USD;Extracommunity;45 days;False
FFCC192652;2019-07-15;PROV1129;2019-06-02;2019-07-18;43 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC192653;2019-07-15;PROV40002330;2019-05-28;2019-07-18;48 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192657;2019-07-08;PROV1397;2019-05-16;2019-07-11;53 days;Proveedor 321;PE;USD;Extracommunity;45 days;False
FFCC192666;2019-07-01;PROV1585;2019-05-31;2019-07-04;31 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC192692;2019-07-15;PROV40001470;2019-06-06;2019-07-18;39 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC192696;2019-07-15;PROV2128;2019-07-13;2019-07-18;2 days;Proveedor 954;ES;EUR;Spanish;10 days;True
FFCC192706;2019-07-05;PROV40000520;2019-06-11;2019-07-08;24 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC192709;2019-07-16;PROV1014;2019-06-16;2019-07-19;30 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC192711;2019-07-10;PROV40001000;2019-06-16;2019-07-13;24 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC192713;2019-07-17;PROV1976;2019-06-13;2019-07-20;34 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC192714;2019-07-18;PROV1441;2019-07-07;2019-07-21;11 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC192715;2019-07-18;PROV1938;2019-05-31;2019-07-21;48 days;Proveedor 768;ES;EUR;Spanish;10 days;False
FFCC192723;2019-07-08;PROV40001000;2019-06-18;2019-07-11;20 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC192736;2019-07-15;PROV1465;2019-06-19;2019-07-18;26 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC192765;2019-07-20;PROV1734;2019-06-20;2019-07-23;30 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC192766;2019-07-26;PROV1734;2019-06-13;2019-07-29;43 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC192768;2019-07-26;PROV40000500;2019-07-01;2019-07-29;25 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC192769;2019-07-01;PROV1875;2019-06-24;2019-07-04;7 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC192770;2019-07-20;PROV40002330;2019-07-06;2019-07-23;14 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192774;2019-07-26;PROV40000520;2019-06-27;2019-07-29;29 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC192775;2019-07-19;PROV40000520;2019-06-04;2019-07-22;45 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC192782;2019-07-25;PROV40002720;2019-07-08;2019-07-28;17 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC192786;2019-07-26;PROV1875;2019-07-06;2019-07-29;20 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC192792;2019-07-26;PROV40002330;2019-07-19;2019-07-29;7 days;Proveedor 37;ES;EUR;Spanish;10 days;True
FFCC192808;2019-07-31;PROV40002065;2019-07-05;2019-08-03;26 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC192829;2019-07-26;PROV1485;2019-06-09;2019-07-29;47 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC192833;2019-07-31;PROV41000980;2019-06-13;2019-08-03;48 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC192852;2019-07-24;PROV40000735;2019-07-08;2019-07-27;16 days;Proveedor 19;ES;EUR;Spanish;10 days;False
FFCC192861;2019-07-29;PROV1895;2019-07-06;2019-08-01;23 days;Proveedor 8;ES;EUR;Spanish;10 days;False
FFCC192863;2019-07-31;PROV1129;2019-06-23;2019-08-03;38 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC192870;2019-07-31;PROV2128;2019-06-10;2019-08-03;51 days;Proveedor 954;ES;EUR;Spanish;10 days;False
FFCC192871;2019-07-01;PROV1816;2019-05-19;2019-07-04;43 days;Proveedor 661;CH;USD;Extracommunity;45 days;True
FFCC192878;2019-07-01;PROV2164;2019-06-03;2019-07-04;28 days;Proveedor 988;CH;USD;Extracommunity;45 days;True
FFCC192880;2019-07-26;PROV1976;2019-07-14;2019-07-29;12 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC192882;2019-07-22;PROV1756;2019-07-10;2019-07-25;12 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC192883;2019-07-12;PROV1649;2019-06-06;2019-07-15;36 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC192887;2019-07-05;PROV40002220;2019-05-31;2019-07-08;35 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC192895;2019-07-31;PROV40002220;2019-07-10;2019-08-03;21 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC192896;2019-07-19;PROV1003;2019-06-17;2019-07-22;32 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC192897;2019-07-01;PROV1585;2019-05-08;2019-07-04;54 days;Proveedor 479;CH;USD;Extracommunity;45 days;False
FFCC192898;2019-07-01;PROV1968;2019-06-23;2019-07-04;8 days;Proveedor 796;CH;USD;Extracommunity;45 days;True
FFCC192906;2019-07-01;PROV1475;2019-06-22;2019-07-04;9 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC192951;2019-08-15;PROV40001470;2019-07-21;2019-08-18;25 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC192953;2019-08-03;PROV40002330;2019-06-21;2019-08-06;43 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC192954;2019-08-01;PROV1585;2019-06-24;2019-08-04;38 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC192980;2019-07-30;PROV40001000;2019-07-07;2019-08-02;23 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC192981;2019-08-07;PROV40001000;2019-07-11;2019-08-10;27 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC192982;2019-08-01;PROV1428;2019-07-11;2019-08-04;21 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC192985;2019-08-02;PROV40000500;2019-07-08;2019-08-05;25 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC192989;2019-08-07;PROV1650;2019-06-16;2019-08-10;52 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC192990;2019-08-08;PROV1650;2019-06-29;2019-08-11;40 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC193003;2019-08-01;PROV1936;2019-06-10;2019-08-04;52 days;Proveedor 766;CH;USD;Extracommunity;45 days;False
FFCC193013;2019-08-09;PROV1734;2019-06-18;2019-08-12;52 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC193032;2019-08-09;PROV1976;2019-07-06;2019-08-12;34 days;Proveedor 804;IN;USD;Extracommunity;45 days;True
FFCC193033;2019-08-08;PROV1014;2019-07-07;2019-08-11;32 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC193041;2019-08-15;PROV1323;2019-07-25;2019-08-18;21 days;Proveedor 281;ES;EUR;Spanish;10 days;False
FFCC193042;2019-08-01;PROV1485;2019-07-08;2019-08-04;24 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC193052;2019-08-01;PROV1398;2019-07-24;2019-08-04;8 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC193056;2019-08-22;PROV1397;2019-07-01;2019-08-25;52 days;Proveedor 321;PE;USD;Extracommunity;45 days;False
FFCC193082;2019-08-19;PROV1938;2019-08-06;2019-08-22;13 days;Proveedor 768;ES;EUR;Spanish;10 days;False
FFCC193086;2019-08-01;PROV40001825;2019-07-23;2019-08-04;9 days;Proveedor 29;ES;EUR;Spanish;10 days;True
FFCC193092;2019-08-01;PROV1585;2019-06-28;2019-08-04;34 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC193103;2019-08-26;PROV2128;2019-07-23;2019-08-29;34 days;Proveedor 954;ES;EUR;Spanish;10 days;False
FFCC193105;2019-08-01;PROV1475;2019-07-22;2019-08-04;10 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC193108;2019-08-01;PROV1475;2019-06-09;2019-08-04;53 days;Proveedor 376;CH;USD;Extracommunity;45 days;False
FFCC193112;2019-08-01;PROV1585;2019-06-21;2019-08-04;41 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC193115;2019-08-15;PROV40002330;2019-08-10;2019-08-18;5 days;Proveedor 37;ES;EUR;Spanish;10 days;True
FFCC193116;2019-08-15;PROV40002330;2019-06-30;2019-08-18;46 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC193125;2019-08-01;PROV1940;2019-07-03;2019-08-04;29 days;Proveedor 770;CH;USD;Extracommunity;45 days;True
